obs_wl_air(nm)	ritz_wl_air(nm)	intens	Aki(s^-1)	Acc	Ei(cm-1)	Ek(cm-1)	conf_i	term_i	J_i	conf_k	term_k	J_k	Type	tp_ref	line_ref	
""	"522.0291"	""	"1.7e+06"	D	"30163.124"	"49313.814"	"3d8.(3F).4s.4p.(3P*)"	"5F*"	"2"	"3d9.(2D<5/2>).4d"	"2[7/2]"	"3"		"T4287"	""	
""	"526.2827"	""	"5.7e+04"	E	"30163.124"	"49159.030"	"3d8.(3F).4s.4p.(3P*)"	"5F*"	"2"	"3d9.(2D<5/2>).4d"	"2[3/2]"	"2"		"T2765"	""	
""	"526.5712"	""	"3.7e+05"	E	"29480.989"	"48466.490"	"3d9.(2D).4p"	"3F*"	"4"	"3d8.4s.(4F).5s"	"5F"	"5"		"T2765"	""	
""	"534.7708"	""	"3.0e+05"	D	"30619.414"	"49313.814"	"3d9.(2D).4p"	"3F*"	"2"	"3d9.(2D<5/2>).4d"	"2[7/2]"	"3"		"T4287"	""	
""	"534.8284"	""	"4.4e-01"	E	"3409.937"	"22102.325"	"3d9.(2D).4s"	"1D"	"2"	"3d8.(1G).4s2"	"1G"	"4"	E2	"T848"	""	
""	"535.3391"	""	"1.2e+05"	D+	"15734.001"	"34408.555"	"3d8.(3P).4s2"	"3P"	"1"	"3d8.(3F).4s.4p.(3P*)"	"3D*"	"1"		"T4812"	""	
""	"537.1330"	""	"1.6e+07"	D	"35639.122"	"54251.308"	"3d8.(3F).4s.4p.(3P*)"	"1F*"	"3"	"3d8.4s.(2F).5s"	"1F"	"3"		"T2765"	""	
""	"538.8344"	""	"1.3e+04"	D+	"15609.844"	"34163.264"	"3d8.(3P).4s2"	"3P"	"2"	"3d8.(3F).4s.4p.(3P*)"	"3F*"	"2"		"T4812"	""	
""	"539.2331"	""	"2.2e+06"	D	"33500.822"	"52040.523"	"3d8.(3F).4s.4p.(3P*)"	"3D*"	"3"	"3d8.4s.(4F).5s"	"3F"	"2"		"T4287"	""	
""	"542.4645"	""	"7.7e+04"	D+	"15734.001"	"34163.264"	"3d8.(3P).4s2"	"3P"	"1"	"3d8.(3F).4s.4p.(3P*)"	"3F*"	"2"		"T4812"	""	
"543.587"	"543.5858"	"8"	"1.9e+05"	D+	"16017.306"	"34408.555"	"3d8.(3P).4s2"	"3P"	"0"	"3d8.(3F).4s.4p.(3P*)"	"3D*"	"1"		"T4812"	"L3475"	
""	"545.2861"	""	"1.6e+06"	D	"30619.414"	"48953.316"	"3d9.(2D).4p"	"3F*"	"2"	"3d9.(2D<5/2>).4d"	"2[1/2]"	"1"		"T4287"	""	
""	"545.3230"	""	"1.0e+06"	D	"32973.376"	"51306.038"	"3d8.(3F).4s.4p.(3P*)"	"3F*"	"4"	"3d8.4s.(4F).5s"	"3F"	"3"		"T4287"	""	
""	"546.2493"	""	"2.9e+06"	D	"31031.020"	"49332.593"	"3d9.(2D).4p"	"1F*"	"3"	"3d9.(2D<5/2>).4d"	"2[7/2]"	"4"		"T4287"	""	
""	"546.8104"	""	"7.8e+05"	D	"31031.020"	"49313.814"	"3d9.(2D).4p"	"1F*"	"3"	"3d9.(2D<5/2>).4d"	"2[7/2]"	"3"		"T4287"	""	
""	"547.5430"	""	"5.9e+05"	D	"30912.817"	"49171.151"	"3d9.(2D).4p"	"3D*"	"1"	"3d9.(2D<5/2>).4d"	"2[3/2]"	"1"		"T4287"	""	
"547.691"	"547.6904"	"180"	"9.5e+06"	C+	"14728.840"	"32982.260"	"3d10"	"1S"	"0"	"3d9.(2D).4p"	"1P*"	"1"		"T4812"	"L3475"	
""	"549.4880"	""	"2.2e+06"	D	"33112.334"	"51306.038"	"3d8.(3F).4s.4p.(3P*)"	"3F*"	"3"	"3d8.4s.(4F).5s"	"3F"	"3"		"T4287"	""	
""	"549.9406"	""	"6.2e+04"	E	"30979.749"	"49158.480"	"3d8.(3F).4s.4p.(3P*)"	"3G*"	"4"	"3d9.(2D<5/2>).4d"	"2[9/2]"	"5"		"T2765"	""	
""	"550.4094"	""	"4.4e+05"	D	"30922.734"	"49085.982"	"3d8.(3F).4s.4p.(3P*)"	"3G*"	"5"	"3d8.4s.(4F).5s"	"5F"	"4"		"T4287"	""	
"551.000"	""	"6"	""		""	""	""	""	""	""	""	""		""	"L3475"	
""	"551.4793"	""	"4.5e+05"	E	"31031.020"	"49159.030"	"3d9.(2D).4p"	"1F*"	"3"	"3d9.(2D<5/2>).4d"	"2[3/2]"	"2"		"T2765"	""	
""	"553.7106"	""	"1.5e+05"	D	"31031.020"	"49085.982"	"3d9.(2D).4p"	"1F*"	"3"	"3d8.4s.(4F).5s"	"5F"	"4"		"T4287"	""	
""	"555.3690"	""	"2.5e+04"	C+	"15609.844"	"33610.890"	"3d8.(3P).4s2"	"3P"	"2"	"3d8.(3F).4s.4p.(3P*)"	"3D*"	"2"		"T4812"	""	
"557.873"	"557.8718"	"6"	"9.8e+04"	D+	"13521.347"	"31441.635"	"3d8.(1D).4s2"	"1D"	"2"	"3d9.(2D).4p"	"1D*"	"2"		"T4812"	"L3475"	
"558.786"	"558.7858"	"9"	"2.2e+05"	C+	"15609.844"	"33500.822"	"3d8.(3P).4s2"	"3P"	"2"	"3d8.(3F).4s.4p.(3P*)"	"3D*"	"3"		"T4812"	"L3475"	
""	"558.9358"	""	"3.1e+06"	D	"31441.635"	"49327.811"	"3d9.(2D).4p"	"1D*"	"2"	"3d9.(2D<5/2>).4d"	"2[5/2]"	"2"		"T4287"	""	
"559.228"	"559.2262"	"13"	"1.1e+05"	C+	"15734.001"	"33610.890"	"3d8.(3P).4s2"	"3P"	"1"	"3d8.(3F).4s.4p.(3P*)"	"3D*"	"2"		"T4812"	"L3475"	
""	"559.3736"	""	"4.4e+06"	D	"31441.635"	"49313.814"	"3d9.(2D).4p"	"1D*"	"2"	"3d9.(2D<5/2>).4d"	"2[7/2]"	"3"		"T4287"	""	
"561.479"	""	"9"	""		""	""	""	""	""	""	""	""		""	"L3475"	
"562.533"	"562.5317"	"5w"	"8.4e+06"	D	"32982.260"	"50754.103"	"3d9.(2D).4p"	"1P*"	"1"	"3d9.(2D<3/2>).4d"	"2[3/2]"	"2"		"T4287"	"L3475"	
""	"563.7119"	""	"1.1e+07"	D	"32982.260"	"50716.896"	"3d9.(2D).4p"	"1P*"	"1"	"3d9.(2D<3/2>).4d"	"2[3/2]"	"1"		"T4287"	""	
""	"563.8747"	""	"1.3e+06"	D	"31441.635"	"49171.151"	"3d9.(2D).4p"	"1D*"	"2"	"3d9.(2D<5/2>).4d"	"2[3/2]"	"1"		"T4287"	""	
""	"564.1881"	""	"2.5e+06"	D	"33112.334"	"50832.001"	"3d8.(3F).4s.4p.(3P*)"	"3F*"	"3"	"3d9.(2D<3/2>).4d"	"2[5/2]"	"3"		"T4287"	""	
""	"564.2604"	""	"4.0e+05"	E	"31441.635"	"49159.030"	"3d9.(2D).4p"	"1D*"	"2"	"3d9.(2D<5/2>).4d"	"2[3/2]"	"2"		"T2765"	""	
""	"564.3078"	""	"1.7e+06"	D	"33590.130"	"51306.038"	"3d8.(3F).4s.4p.(3P*)"	"1G*"	"4"	"3d8.4s.(4F).5s"	"3F"	"3"		"T4287"	""	
"564.970"	""	"4"	""		""	""	""	""	""	""	""	""		""	"L3475"	
"566.402"	"566.3985"	"5"	"1.1e+07"	D	"36600.791"	"54251.308"	"3d8.(3F).4s.4p.(3P*)"	"1D*"	"2"	"3d8.4s.(2F).5s"	"1F"	"3"		"T2765"	"L3475"	
"568.220"	"568.2199"	"12"	"7.8e+06"	D	"33112.334"	"50706.273"	"3d8.(3F).4s.4p.(3P*)"	"3F*"	"3"	"3d9.(2D<3/2>).4d"	"2[7/2]"	"4"		"T4287"	"L3475"	
"569.500"	"569.4983"	"8"	"1.7e+07"	D	"32982.260"	"50536.703"	"3d9.(2D).4p"	"1P*"	"1"	"3d9.(2D<3/2>).4d"	"2[1/2]"	"1"		"T4287"	"L3475"	
"570.956"	"570.9545"	"23"	"2.0e+05"	D+	"13521.347"	"31031.020"	"3d8.(1D).4s2"	"1D"	"2"	"3d9.(2D).4p"	"1F*"	"3"		"T4812"	"L3475"	
"571.190"	"571.1888"	"10"	"1.6e+05"	C+	"15609.844"	"33112.334"	"3d8.(3P).4s2"	"3P"	"2"	"3d8.(3F).4s.4p.(3P*)"	"3F*"	"3"		"T4812"	"L3475"	
"571.509"	""	"10"	""		""	""	""	""	""	""	""	""		""	"L3475"	
""	"574.8351"	""	"3.7e+04"	D	"13521.347"	"30912.817"	"3d8.(1D).4s2"	"1D"	"2"	"3d9.(2D).4p"	"3D*"	"1"		"T4287"	""	
""	"574.9297"	""	"2.3e+05"	D	"31786.162"	"49174.770"	"3d8.(3F).4s.4p.(3P*)"	"3G*"	"3"	"3d9.(2D<5/2>).4d"	"2[9/2]"	"4"		"T4287"	""	
"575.468"	"575.4656"	"16"	"3.1e+05"	C+	"15609.844"	"32982.260"	"3d8.(3P).4s2"	"3P"	"2"	"3d9.(2D).4p"	"1P*"	"1"		"T4812"	"L3475"	
"576.085"	"576.0830"	"8"	"3.5e+06"	D	"33112.334"	"50466.131"	"3d8.(3F).4s.4p.(3P*)"	"3F*"	"3"	"3d8.4s.(4F).5s"	"3F"	"4"		"T4287"	"L3475"	
""	"580.5217"	""	"6.5e+06"	D	"33610.890"	"50832.001"	"3d8.(3F).4s.4p.(3P*)"	"3D*"	"2"	"3d9.(2D<3/2>).4d"	"2[5/2]"	"3"		"T4287"	""	
""	"584.6994"	""	"2.4e+04"	D+	"13521.347"	"30619.414"	"3d8.(1D).4s2"	"1D"	"2"	"3d9.(2D).4p"	"3F*"	"2"		"T4812"	""	
"585.776"	""	"10"	""		""	""	""	""	""	""	""	""		""	"L3475"	
"589.288"	"589.2872"	"10"	"2.9e+05"	C+	"16017.306"	"32982.260"	"3d8.(3P).4s2"	"3P"	"0"	"3d9.(2D).4p"	"1P*"	"1"		"T4812"	"L3475"	
""	"599.6730"	""	"3.2e+06"	D	"34163.264"	"50834.401"	"3d8.(3F).4s.4p.(3P*)"	"3F*"	"2"	"3d9.(2D<3/2>).4d"	"2[5/2]"	"2"		"T4287"	""	
""	"600.7310"	""	"1.7e+04"	D	"13521.347"	"30163.124"	"3d8.(1D).4s2"	"1D"	"2"	"3d8.(3F).4s.4p.(3P*)"	"5F*"	"2"		"T4287"	""	
""	"602.5754"	""	"6.4e+05"	D	"34163.264"	"50754.103"	"3d8.(3F).4s.4p.(3P*)"	"3F*"	"2"	"3d9.(2D<3/2>).4d"	"2[3/2]"	"2"		"T4287"	""	
""	"603.9298"	""	"5.7e+05"	D	"34163.264"	"50716.896"	"3d8.(3F).4s.4p.(3P*)"	"3F*"	"2"	"3d9.(2D<3/2>).4d"	"2[3/2]"	"1"		"T4287"	""	
""	"605.3685"	""	"2.2e+06"	D	"34163.264"	"50677.555"	"3d8.(3F).4s.4p.(3P*)"	"3F*"	"2"	"3d9.(2D<3/2>).4d"	"2[7/2]"	"3"		"T4287"	""	
""	"608.6282"	""	"1.1e+07"	D	"34408.555"	"50834.401"	"3d8.(3F).4s.4p.(3P*)"	"3D*"	"1"	"3d9.(2D<3/2>).4d"	"2[5/2]"	"2"		"T4287"	""	
""	"610.5762"	""	"5.8e+05"	D	"34163.264"	"50536.703"	"3d8.(3F).4s.4p.(3P*)"	"3F*"	"2"	"3d9.(2D<3/2>).4d"	"2[1/2]"	"1"		"T4287"	""	
"610.812"	"610.8116"	"10"	"1.3e+05"	D+	"13521.347"	"29888.477"	"3d8.(1D).4s2"	"1D"	"2"	"3d9.(2D).4p"	"3D*"	"2"		"T4812"	"L3475"	
""	"611.1070"	""	"2.7e+06"	D	"32973.376"	"49332.593"	"3d8.(3F).4s.4p.(3P*)"	"3F*"	"4"	"3d9.(2D<5/2>).4d"	"2[7/2]"	"4"		"T4287"	""	
""	"611.9757"	""	"2.7e+06"	D	"34408.555"	"50744.552"	"3d8.(3F).4s.4p.(3P*)"	"3D*"	"1"	"3d8.4s.(4F).5s"	"5F"	"1"		"T4287"	""	
""	"612.8973"	""	"1.2e+04"	D+	"13521.347"	"29832.779"	"3d8.(1D).4s2"	"1D"	"2"	"3d8.(3F).4s.4p.(3P*)"	"5F*"	"3"		"T4812"	""	
""	"613.0135"	""	"6.5e+06"	D	"34408.555"	"50716.896"	"3d8.(3F).4s.4p.(3P*)"	"3D*"	"1"	"3d9.(2D<3/2>).4d"	"2[3/2]"	"1"		"T4287"	""	
""	"613.3963"	""	"3.7e+05"	D	"32973.376"	"49271.540"	"3d8.(3F).4s.4p.(3P*)"	"3F*"	"4"	"3d9.(2D<5/2>).4d"	"2[5/2]"	"3"		"T4287"	""	
""	"617.5367"	""	"1.7e+07"	D	"32982.260"	"49171.151"	"3d9.(2D).4p"	"1P*"	"1"	"3d9.(2D<5/2>).4d"	"2[3/2]"	"1"		"T4287"	""	
"617.681"	"617.6811"	"10"	"4.7e+06"	D	"32973.376"	"49158.480"	"3d8.(3F).4s.4p.(3P*)"	"3F*"	"4"	"3d9.(2D<5/2>).4d"	"2[9/2]"	"5"		"T2765"	"L3475"	
""	"617.7242"	""	"1.8e+04"	D	"14728.840"	"30912.817"	"3d10"	"1S"	"0"	"3d9.(2D).4p"	"3D*"	"1"		"T4287"	""	
""	"618.6711"	""	"2.7e+06"	D	"33112.334"	"49271.540"	"3d8.(3F).4s.4p.(3P*)"	"3F*"	"3"	"3d9.(2D<5/2>).4d"	"2[5/2]"	"3"		"T4287"	""	
"619.118"	""	"10"	""		""	""	""	""	""	""	""	""		""	"L3475"	
""	"619.8625"	""	"4.6e+05"	D	"34408.555"	"50536.703"	"3d8.(3F).4s.4p.(3P*)"	"3D*"	"1"	"3d9.(2D<3/2>).4d"	"2[1/2]"	"1"		"T4287"	""	
""	"620.4604"	""	"1.4e+06"	D	"32973.376"	"49085.982"	"3d8.(3F).4s.4p.(3P*)"	"3F*"	"4"	"3d8.4s.(4F).5s"	"5F"	"4"		"T4287"	""	
""	"622.3984"	""	"2.0e+06"	D	"33112.334"	"49174.770"	"3d8.(3F).4s.4p.(3P*)"	"3F*"	"3"	"3d9.(2D<5/2>).4d"	"2[9/2]"	"4"		"T4287"	""	
""	"623.0089"	""	"1.9e+06"	E	"33112.334"	"49159.030"	"3d8.(3F).4s.4p.(3P*)"	"3F*"	"3"	"3d9.(2D<5/2>).4d"	"2[3/2]"	"2"		"T2765"	""	
"625.636"	"625.6355"	"13"	"1.9e+05"	D	"13521.347"	"29500.674"	"3d8.(1D).4s2"	"1D"	"2"	"3d9.(2D).4p"	"3P*"	"1"		"T2765n"	"L3475"	
""	"627.1768"	""	"5.8e+04"	D	"26665.887"	"42605.945"	"3d8.(3F).4s.4p.(3P*)"	"5D*"	"3"	"3d9.(2D<5/2>).5s"	"2[5/2]"	"3"		"T4287"	""	
""	"627.2628"	""	"5.9e+05"	D	"34408.555"	"50346.427"	"3d8.(3F).4s.4p.(3P*)"	"3D*"	"1"	"3d8.4s.(4F).5s"	"5F"	"2"		"T4287"	""	
"631.466"	"631.4659"	"10"	"5.7e+05"	D	"15609.844"	"31441.635"	"3d8.(3P).4s2"	"3P"	"2"	"3d9.(2D).4p"	"1D*"	"2"		"T2765n"	"L3475"	
""	"631.6574"	""	"4.2e+05"	D	"33500.822"	"49327.811"	"3d8.(3F).4s.4p.(3P*)"	"3D*"	"3"	"3d9.(2D<5/2>).4d"	"2[5/2]"	"2"		"T4287"	""	
""	"632.2166"	""	"1.6e+06"	D	"33500.822"	"49313.814"	"3d8.(3F).4s.4p.(3P*)"	"3D*"	"3"	"3d9.(2D<5/2>).4d"	"2[7/2]"	"3"		"T4287"	""	
""	"632.7599"	""	"1.7e+04"	E	"13521.347"	"29320.762"	"3d8.(1D).4s2"	"1D"	"2"	"3d9.(2D).4p"	"3F*"	"3"		"T2765n"	""	
""	"636.4572"	""	"3.5e+03"	E	"15734.001"	"31441.635"	"3d8.(3P).4s2"	"3P"	"1"	"3d9.(2D).4p"	"1D*"	"2"		"T2765n"	""	
""	"637.0346"	""	"3.8e+05"	D	"28569.203"	"44262.599"	"3d9.(2D).4p"	"3P*"	"2"	"3d9.(2D<3/2>).5s"	"2[3/2]"	"2"		"T4287"	""	
""	"637.5215"	""	"2.0e+05"	D	"33590.130"	"49271.540"	"3d8.(3F).4s.4p.(3P*)"	"1G*"	"4"	"3d9.(2D<5/2>).4d"	"2[5/2]"	"3"		"T4287"	""	
""	"637.8250"	""	"2.3e+06"	D	"33500.822"	"49174.770"	"3d8.(3F).4s.4p.(3P*)"	"3D*"	"3"	"3d9.(2D<5/2>).4d"	"2[9/2]"	"4"		"T4287"	""	
""	"638.4662"	""	"2.4e+06"	E	"33500.822"	"49159.030"	"3d8.(3F).4s.4p.(3P*)"	"3D*"	"3"	"3d9.(2D<5/2>).4d"	"2[3/2]"	"2"		"T2765"	""	
""	"640.4444"	""	"3.2e-02"	E	"0.000"	"15609.844"	"3d8.(3F).4s2"	"3F"	"4"	"3d8.(3P).4s2"	"3P"	"2"	E2	"T848"	""	
""	"641.4587"	""	"1.1e+06"	D	"33500.822"	"49085.982"	"3d8.(3F).4s.4p.(3P*)"	"3D*"	"3"	"3d8.4s.(4F).5s"	"5F"	"4"		"T4287"	""	
""	"642.1513"	""	"7.4e+05"	E	"33590.130"	"49158.480"	"3d8.(3F).4s.4p.(3P*)"	"1G*"	"4"	"3d9.(2D<5/2>).4d"	"2[9/2]"	"5"		"T2765"	""	
""	"643.7697"	""	"9.2e-02"	E	"204.787"	"15734.001"	"3d9.(2D).4s"	"3D"	"3"	"3d8.(3P).4s2"	"3P"	"1"	E2	"T848"	""	
""	"648.2798"	""	"5.3e+04"	E	"15609.844"	"31031.020"	"3d8.(3P).4s2"	"3P"	"2"	"3d9.(2D).4p"	"1F*"	"3"		"T2765n"	""	
""	"648.9582"	""	"7.4e-02"	E	"204.787"	"15609.844"	"3d9.(2D).4s"	"3D"	"3"	"3d8.(3P).4s2"	"3P"	"2"	E2	"T848"	""	
""	"653.2873"	""	"2.1e+04"	D	"15609.844"	"30912.817"	"3d8.(3P).4s2"	"3P"	"2"	"3d9.(2D).4p"	"3D*"	"1"		"T4287"	""	
""	"658.6310"	""	"7.9e+04"	D	"15734.001"	"30912.817"	"3d8.(3P).4s2"	"3P"	"1"	"3d9.(2D).4p"	"3D*"	"1"		"T4287"	""	
""	"659.8598"	""	"2.3e+06"	D	"34163.264"	"49313.814"	"3d8.(3F).4s.4p.(3P*)"	"3F*"	"2"	"3d9.(2D<5/2>).4d"	"2[7/2]"	"3"		"T4287"	""	
""	"660.4291"	""	"1.9e-01"	E	"879.816"	"16017.306"	"3d9.(2D).4s"	"3D"	"2"	"3d8.(3P).4s2"	"3P"	"0"	E2	"T848"	""	
""	"663.5122"	""	"2.5e+06"	D	"35639.122"	"50706.273"	"3d8.(3F).4s.4p.(3P*)"	"1F*"	"3"	"3d9.(2D<3/2>).4d"	"2[7/2]"	"4"		"T4287"	""	
"664.364"	"664.3630"	"16"	"1.5e+05"	D	"13521.347"	"28569.203"	"3d8.(1D).4s2"	"1D"	"2"	"3d9.(2D).4p"	"3P*"	"2"		"T2765n"	"L3475"	
""	"666.1324"	""	"1.3e+06"	D	"34163.264"	"49171.151"	"3d8.(3F).4s.4p.(3P*)"	"3F*"	"2"	"3d9.(2D<5/2>).4d"	"2[3/2]"	"1"		"T4287"	""	
""	"673.0252"	""	"1.2e-02"	E	"879.816"	"15734.001"	"3d9.(2D).4s"	"3D"	"2"	"3d8.(3P).4s2"	"3P"	"1"	E2	"T848"	""	
"676.777"	"676.7772"	"22"	"3.3e+05"	D	"14728.840"	"29500.674"	"3d10"	"1S"	"0"	"3d9.(2D).4p"	"3P*"	"1"		"T2765n"	"L3475"	
"677.232"	"677.2315"	"9"	"3.0e+06"	D	"29500.674"	"44262.599"	"3d9.(2D).4p"	"3P*"	"1"	"3d9.(2D<3/2>).5s"	"2[3/2]"	"2"		"T4287"	"L3475"	
""	"678.6980"	""	"1.8e-02"	E	"879.816"	"15609.844"	"3d9.(2D).4s"	"3D"	"2"	"3d8.(3P).4s2"	"3P"	"2"	E2	"T848"	""	
""	"684.2037"	""	"1.6e+06"	D	"29500.674"	"44112.173"	"3d9.(2D).4p"	"3P*"	"1"	"3d9.(2D<3/2>).5s"	"2[3/2]"	"1"		"T4287"	""	
""	"685.0391"	""	"2.3e+05"	D	"29668.918"	"44262.599"	"3d9.(2D).4p"	"*"	"3"	"3d9.(2D<3/2>).5s"	"2[3/2]"	"2"		"T4287"	""	
"691.456"	"691.4559"	"10"	"7.5e+05"	D	"15734.001"	"30192.251"	"3d8.(3P).4s2"	"3P"	"1"	"3d9.(2D).4p"	"3P*"	"0"		"T4287"	"L3475"	
""	"694.1644"	""	"2.5e-02"	E	"1332.164"	"15734.001"	"3d8.(3F).4s2"	"3F"	"3"	"3d8.(3P).4s2"	"3P"	"1"	E2	"T848"	""	
""	"697.3510"	""	"2.5e+06"	D	"42767.853"	"57103.880"	"3d8.(1D).4s.4p.(3P*)"	"3F*"	"3"	"3d8.4s.(4F<9/2>).4d"	"2[7/2]"	"3"		"T4287"	""	
""	"700.1541"	""	"6.0e+03"	E	"15609.844"	"29888.477"	"3d8.(3P).4s2"	"3P"	"2"	"3d9.(2D).4p"	"3D*"	"2"		"T2765n"	""	
""	"700.2008"	""	"1.5e-01"	D	"1332.164"	"15609.844"	"3d8.(3F).4s2"	"3F"	"3"	"3d8.(3P).4s2"	"3P"	"2"	M1	"T848"	""	
""	"700.2008"	""	"5.6e-03"	E	"1332.164"	"15609.844"	"3d8.(3F).4s2"	"3F"	"3"	"3d8.(3P).4s2"	"3P"	"2"	E2	"T848"	""	
""	"703.0011"	""	"5.0e+05"	D	"28569.203"	"42790.010"	"3d9.(2D).4p"	"3P*"	"2"	"3d9.(2D<5/2>).5s"	"2[5/2]"	"2"		"T4287"	""	
""	"703.4372"	""	"2.6e+05"	D	"28578.018"	"42790.010"	"3d8.(3F).4s.4p.(3P*)"	"5G*"	"3"	"3d9.(2D<5/2>).5s"	"2[5/2]"	"2"		"T4287"	""	
""	"706.2956"	""	"8.5e+03"	E	"15734.001"	"29888.477"	"3d8.(3P).4s2"	"3P"	"1"	"3d9.(2D).4p"	"3D*"	"2"		"T2765n"	""	
"711.090"	"711.0884"	"5"	"2.0e+04"	D	"15609.844"	"29668.918"	"3d8.(3P).4s2"	"3P"	"2"	"3d9.(2D).4p"	"*"	"3"		"T4287"	"L3475"	
"712.220"	"712.2197"	"26"	"2.1e+07"	D	"28569.203"	"42605.945"	"3d9.(2D).4p"	"3P*"	"2"	"3d9.(2D<5/2>).5s"	"2[5/2]"	"3"		"T4287"	"L3475"	
""	"713.0237"	""	"5.3e-02"	E	"1713.087"	"15734.001"	"3d9.(2D).4s"	"3D"	"1"	"3d8.(3P).4s2"	"3P"	"1"	E2	"T848"	""	
"718.200"	""	"6"	""		""	""	""	""	""	""	""	""		""	"L3475"	
""	"719.3941"	""	"9.3e-03"	E	"1713.087"	"15609.844"	"3d9.(2D).4s"	"3D"	"1"	"3d8.(3P).4s2"	"3P"	"2"	E2	"T848"	""	
"719.702"	"719.7010"	"5"	"9.0e+04"	E	"15609.844"	"29500.674"	"3d8.(3P).4s2"	"3P"	"2"	"3d9.(2D).4p"	"3P*"	"1"		"T2765n"	"L3475"	
""	"721.8736"	""	"6.8e-02"	E	"879.816"	"14728.840"	"3d9.(2D).4s"	"3D"	"2"	"3d10"	"1S"	"0"	E2	"T848"	""	
""	"722.0754"	""	"5.8e+06"	D	"43258.726"	"57103.880"	"3d8.(3F).4s.4p.(1P*)"	"3F*"	"4"	"3d8.4s.(4F<9/2>).4d"	"2[7/2]"	"3"		"T4287"	""	
""	"724.3984"	""	"3.1e-02"	E	"2216.550"	"16017.306"	"3d8.(3F).4s2"	"3F"	"2"	"3d8.(3P).4s2"	"3P"	"0"	E2	"T848"	""	
"726.193"	"726.1918"	"5"	"8.4e+04"	E	"15734.001"	"29500.674"	"3d8.(3P).4s2"	"3P"	"1"	"3d9.(2D).4p"	"3P*"	"1"		"T2765n"	"L3475"	
""	"728.6532"	""	"2.5e+05"	D	"30392.003"	"44112.173"	"3d8.(3F).4s.4p.(3P*)"	"5F*"	"1"	"3d9.(2D<3/2>).5s"	"2[3/2]"	"1"		"T4287"	""	
"729.145"	"729.1449"	"5"	"3.0e+04"	E	"15609.844"	"29320.762"	"3d8.(3P).4s2"	"3P"	"2"	"3d9.(2D).4p"	"3F*"	"3"		"T2765n"	"L3475"	
""	"732.7648"	""	"4.2e+05"	D	"30619.414"	"44262.599"	"3d9.(2D).4p"	"3F*"	"2"	"3d9.(2D<3/2>).5s"	"2[3/2]"	"2"		"T4287"	""	
""	"738.1931"	""	"9.7e+06"	D	"43258.726"	"56801.586"	"3d8.(3F).4s.4p.(1P*)"	"3F*"	"4"	"3d8.4s.(4F<9/2>).4d"	"2[11/2]"	"5"		"T4287"	""	
"738.524"	"738.5238"	"4"	"1.9e+05"	D	"22102.325"	"35639.122"	"3d8.(1G).4s2"	"1G"	"4"	"3d8.(3F).4s.4p.(3P*)"	"1F*"	"3"		"T4287"	"L3475"	
"739.360"	"739.3676"	"16"	"5.6e-03"	E	"0.000"	"13521.347"	"3d8.(3F).4s2"	"3F"	"4"	"3d8.(1D).4s2"	"1D"	"2"	E2	"T848"	"L3475"	
""	"739.5807"	""	"2.2e-03"	D	"2216.550"	"15734.001"	"3d8.(3F).4s2"	"3F"	"2"	"3d8.(3P).4s2"	"3P"	"1"	M1	"T848"	""	
""	"739.5807"	""	"9.0e-03"	E	"2216.550"	"15734.001"	"3d8.(3F).4s2"	"3F"	"2"	"3d8.(3P).4s2"	"3P"	"1"	E2	"T848"	""	
""	"740.1117"	""	"8.9e+06"	D	"43258.726"	"56766.480"	"3d8.(3F).4s.4p.(1P*)"	"3F*"	"4"	"3d8.4s.(4F<9/2>).4d"	"2[9/2]"	"4"		"T4287"	""	
"740.935"	""	"16"	""		""	""	""	""	""	""	""	""		""	"L3475"	
"741.451"	"741.4502"	"5"	"1.1e+05"	E	"16017.306"	"29500.674"	"3d8.(3P).4s2"	"3P"	"0"	"3d9.(2D).4p"	"3P*"	"1"		"T2765n"	"L3475"	
"742.228"	"742.2275"	"23"	"1.8e+07"	D	"29320.762"	"42790.010"	"3d9.(2D).4p"	"3F*"	"3"	"3d9.(2D<5/2>).5s"	"2[5/2]"	"2"		"T4287"	"L3475"	
""	"746.4367"	""	"3.9e-02"	D	"2216.550"	"15609.844"	"3d8.(3F).4s2"	"3F"	"2"	"3d8.(3P).4s2"	"3P"	"2"	M1	"T848"	""	
""	"746.4367"	""	"4.0e-04"	E	"2216.550"	"15609.844"	"3d8.(3F).4s2"	"3F"	"2"	"3d8.(3P).4s2"	"3P"	"2"	E2	"T848"	""	
""	"748.1474"	""	"7.0e+06"	D	"44314.904"	"57677.575"	"3d8.(3F).4s.4p.(1P*)"	"3G*"	"4"	"3d8.4s.(4F<7/2>).4d"	"2[11/2]"	"5"		"T4287"	""	
""	"748.8697"	""	"1.2e+05"	D	"30912.817"	"44262.599"	"3d9.(2D).4p"	"3D*"	"1"	"3d9.(2D<3/2>).5s"	"2[3/2]"	"2"		"T4287"	""	
""	"750.7380"	""	"1.4e-02"	E	"204.787"	"13521.347"	"3d9.(2D).4s"	"3D"	"3"	"3d8.(1D).4s2"	"1D"	"2"	E2	"T848"	""	
"752.276"	""	"13"	""		""	""	""	""	""	""	""	""		""	"L3475"	
"752.512"	""	"9"	""		""	""	""	""	""	""	""	""		""	"L3475"	
"755.560"	""	"19"	""		""	""	""	""	""	""	""	""		""	"L3475"	
"757.405"	""	"8"	""		""	""	""	""	""	""	""	""		""	"L3475"	
